2025-07-22 21:22:22,435 | ALLOWED | 'Your OTP is 1234. Do not share it with anyone....' | whitelisted
2025-07-22 21:22:28,550 | BLOCKED | 'You've won! Claim prize at https://fakewebsite.com...' | ai
2025-07-22 21:22:40,479 | ALLOWED | 'Check out our sale at https://trip.com...' | whitelisted
2025-07-22 21:22:45,554 | Blocked: Empty message received
2025-07-22 21:51:45,728 | BLOCKED | 'Reset your password now at https://get-rich-fast.biz...' | ai
2025-07-22 21:51:45,728 | BLOCKED | 'Reset your password now at https://get-rich-fast.biz...' | ai
2025-07-22 21:51:45,728 | BLOCKED | 'Urgent: Verify your account at https://verify-now.online...' | ai
2025-07-22 21:51:45,728 | ALLOWED | 'Your OTP is 1234. Do not share it with anyone....' | whitelisted
2025-07-22 21:51:45,737 | BLOCKED | 'You've won a prize! Claim now: https://fakewebsite.com...' | ai
2025-07-22 21:51:45,737 | ALLOWED | 'Your OTP is 1234. Do not share it with anyone....' | whitelisted
2025-07-22 21:51:45,737 | ALLOWED | 'Check out our sale at https://trip.com...' | whitelisted
2025-07-22 21:51:45,745 | BLOCKED | 'Urgent: Verify your account at https://verify-now.online...' | ai
2025-07-22 21:51:45,754 | BLOCKED | 'Reset your password now at https://get-rich-fast.biz...' | ai
2025-07-22 21:51:45,754 | BLOCKED | 'You've won a prize! Claim now: https://fakewebsite.com...' | ai
2025-07-22 21:51:45,804 | BLOCKED | 'Reset your password now at https://get-rich-fast.biz...' | ai
2025-07-22 21:51:45,804 | BLOCKED | 'Urgent: Verify your account at https://verify-now.online...' | ai
2025-07-22 21:51:45,820 | ALLOWED | 'Thank you for shopping with us!...' | whitelisted
2025-07-22 21:51:45,824 | BLOCKED | 'You've won a prize! Claim now: https://fakewebsite.com...' | ai
2025-07-22 21:51:45,829 | BLOCKED | 'Reset your password now at https://get-rich-fast.biz...' | ai
2025-07-22 21:51:45,831 | ALLOWED | 'Thank you for shopping with us!...' | whitelisted
2025-07-22 21:51:45,837 | BLOCKED | 'Urgent: Verify your account at https://verify-now.online...' | ai
2025-07-22 21:51:45,837 | ALLOWED | 'Your package with tracking ID 12345 has been shipped....' | whitelisted
2025-07-22 21:51:45,845 | ALLOWED | 'Check out our sale at https://trip.com...' | whitelisted
2025-07-22 21:51:45,845 | ALLOWED | 'Your OTP is 1234. Do not share it with anyone....' | whitelisted
2025-07-22 21:51:45,869 | BLOCKED | 'Urgent: Verify your account at https://verify-now.online...' | ai
2025-07-22 21:51:45,894 | BLOCKED | 'Urgent: Verify your account at https://verify-now.online...' | ai
2025-07-22 21:51:45,894 | BLOCKED | 'You've won a prize! Claim now: https://fakewebsite.com...' | ai
2025-07-22 21:51:45,903 | BLOCKED | 'Reset your password now at https://get-rich-fast.biz...' | ai
2025-07-22 21:51:45,910 | BLOCKED | 'Urgent: Verify your account at https://verify-now.online...' | ai
2025-07-22 21:51:45,936 | ALLOWED | 'Check out our sale at https://trip.com...' | whitelisted
